,flag
徵。她與第 #1123 及 #1124 宗個案,nz
，3 月 5 日,nz
，6 月 12 日,nz
流鼻水症狀，6 月 18 日返港，,nz
檢疫中心送院。患者與第 #1127 宗個案,nt
，3 月 5 日至 6 月 18 日,nz
檢疫中心送院，沒有病徵。患者與第 #1126 宗個案,nt
，6 月 18 日返港，由檢疫中心,nt
菲律賓，過,nr
，6 月 19 日,nz
港，同日出現頭痛症狀，抵港後,nt
，5 月 21,nz
， 6 月 20 日返港，,nz
6月,TIME
，2019 年 12 月 28 日至 2020 年 6 月 21 日,nz
亞洲博覽館送院。患者與第 #1261 宗個案,nt
， 2019 年 12 月 4 日至 2020 年 6 月 20 日,nz
檢疫中心送院，無病徵。患者與第 #1140 宗個案,nt
檢疫中心送院。患者與第 #1149 宗個案,nt
 6 月 20 日返港後由檢疫中心,nt
院，無病徵。,nz
， 3 月 1 日至 6 月 20 日,nz
與第 #1138 、 #1146 、 #1159 及 #1160 宗個案,nz
與第 #1136 、 #1146 、 #1159 及 #1160 宗個案,nz
，6 月 20 日到港，,nz
頭痛症狀，由檢疫中心,nt
， 2019 年 12 月 4 日,nz
2020 年,t
 6 月 20 日返港，,nz
檢疫中心送院。患者與第 #1133 宗個案,nt
， 3 月 5 日至 6 月 20 日,nz
， 2 月 2 日至 6 月 20 日,nz
，6 月 18 日出現咳嗽症狀，,nz
港後由檢疫中心,ORG
與第 #1153 宗個案,nz
， 3 月 14 日至 6 月 9 日,nz
強制家居檢疫，無病徵。,nz
， 3 月 18 日至 6 月 20 日,nz
， 2 月 26 日至 6 月 20 日,nz
檢疫中心送院，5 月 5 日出現發燒症狀，入院時無病徵。患者與第 #1154 宗個案,nt
與第 #1136 、 #1138 、 #1159 及 #1160 宗個案,nz
， 2 月 24 日至 6 月 20 日,nz
檢疫中心送院，5 月 25 日,nt
時無病徵。,nz
， 1 月 26 日至 6 月 20 日,nz
喉嚨痛症,nz
檢疫中心送院。患者與第 #1134 宗個案,nt
， 2 月 13 日至 6 月 20 日,nz
， 3 月 7 日至 6 月 20 日,nz
檢疫中心送院，無病徵。與第 #1152 及 #1156 宗個案,nt
檢疫中心送院，無病徵。與第 #1151 及 #1156 宗個案,nt
檢疫中心送院，無病徵。與第 #1142 宗個案,nt
檢疫中心送院，無病徵。與第 #1145 宗個案,nt
檢疫中心送院，無病徵。與第 #1151 及 #1152 宗個案,nt
， 3 月 14 日至 6 月 21 日,nz
， 2 月 22 日至 6 月 20 日,nz
院，無病徵。與第 #1136 、 #1138 、 #1146 及 #1160 宗個案,nz
院，無病徵。與第 #1136 、 #1138 、 #1146 及 #1159 宗個案,nz
 6 月 21 日,nr
港，抵港後由檢疫中心,nt
， 2 月 22 日至 6 月 21 日,nz
， 1 月 15 日,nz
，6 月 3 日出現發燒、咳嗽,nz
喉嚨痛症狀， 6 月 21 日返港，,nz
檢疫中心送院。與第 #1164 宗個案,nt
， 1 月,nr
， 6 月 21 日返港，由檢疫中心,nt
徵。與第 #1163 宗個案,nz
， 2019 年12 月 19 日,nz
，6 月 18 日,nz
咳嗽，6 月 21 日返港，,nz
， 2 月 8 日至 6 月 21 日,nz
， 1 月 11 日至 6 月 21 日,nz
， 3 月 13 日至 6 月 21 日,nz
徵。與第  #1169 及 #1176 宗個案,nz
徵。與第  #1168 及 #1176 宗個案,nz
， 1 月 31 日至 6 月 21 日,nz
， 2 月 17 日至 6 月 21 日,nz
， 2 月 19 日至 6 月 21 日,nz
2019年,TIME
 10 月 9 日至 2020 年 6 月 21 日,nz
徵。與第 #1157 宗個案,nz
 8 月至 2020 年 6 月 21 日,nz
，6 月 21 日抵港，,nz
徵。與第  #1168 及 #1169 宗個案,nz
， 2 月 7 日至 6 月 21 日,nz
， 2 月 13 日至 6 月 21 日,nz
， 3 月 8 日,nz
菲律,n
賓， 6 月 23 日返港，,nz
 2019 年 8 ,nz
菲律賓，5 ,nr
風,v
當地醫院，6 月 13 日出現發燒症狀，6 月 23 日,nt
緊急運,nr
扺港，當時,nr
發高燒,v
，情況嚴,nr
後確診。情況,nr
轉差,a
敗,v
血病,n
，治,v
，6 月 25 日去世。,nz
，2019 年 9 月 19 日至 2020 年 6 月 23 日,nz
，2 月 29 日至 6 月 23 日,nz
徵。與第 #1183 宗個案,nz
， 2 月 29 日至 6 月 23 日,nz
檢疫中心送院，沒有病徵。與第 #1182 宗個案,nt
，2 月 12 日至 6 月 23 日,nz
，2 月底至 6 月 23 日,nz
6,m
檢疫中心送院，與第 #1188 宗個案,nt
， 2 月 21 日至 6 月 23 日,nz
。6 月 21 日,nz
頭痛，返港後,nr
檢疫中心送院，與第 #1193 宗個案,nt
， 2019 年 11 月 30 日至 2020 年 6 月 23 日,nz
 2 ,nr
 6 月 23 日,nz
檢疫中心送院，與第 #1185 宗個案,nt
，3 月 7 日至 6 月 23 日,nz
，2 月 19 日至 6 月 23 日,nz
，3 月 14 日至 6 月 24 日,nz
菲律賓，抵港後,nr
富豪東方酒店送院，,nt
，2 月 21 日至 6 月 23 日,nz
檢疫中心送院，與第 #1186 宗個案,nt
，2 月 21 至 6 月 24 日,nz
，返,v
，3 月 23 日至 6 月 20 日,nz
6 月 21 日開始發燒，由檢疫中心,nt
，5 月 19 日至 6 月 23 日,nz
非洲,LOC
毛里塔尼亞，6 月 25 日抵港。6 月 17 日,nz
。6 月 24 日出現流鼻水症狀，,nz
，2019 年 12 月 20 日至 2020 年 6 月 26 日,nz
亞洲國際博覽館送院，,nt
，2 月 5 日至 6 月 27 ,nz
檢疫中心送院，沒有病徵，與第 #1200 宗個案,nt
，6 月 27 日開始頭痛，返港後由檢疫中心送院，與第 #1199 宗個案,nt
，3 月 2 日至 6 月 28 日,nz
，3 月 5 日至 6 月 28 日,nz
徵，與第 #1203 宗個案,nz
，3 月 1 日至 6 月 28 日,nz
菲律賓，6 月 27 日關始咳嗽，抵港後,nz
亞洲國際博覽館送院，與第 #1202 宗個案,nt
，6 月 16 日返港，抵港後,nz
強制家居檢疫。 6 月 25 日,nt
，2 月至 6 月 17 日,nz
美國，抵港後,nz
強制家居檢疫，與第 #1206 宗個案,nt
，6 月 17 日回港，抵港後,nz
強制家居檢疫，6 月 29 日出現失去味覺症狀，與第 #1205 宗個案,nz
，1 月至 6 月 30 日,nz
，1 月 6 日至 6 月 30 日,nz
徵，與第 #1210 宗個案,nz
檢疫中心送院，沒有病徵，與第 #1209 宗個案,nt
，2 月至 6 月 30 日,nz
，1 月 12 日至 6 月 30 日,nz
徵，與第 #1213 宗個案,nz
徵，與第 #1212 宗個案,nz
，2 月 1 日至 6 月 30 日,nz
徵，與第 #1215 及 #1216 宗個案,nz
徵，與第 #1214 及 #1216 宗個案,nz
檢疫中心送院，沒有病徵，與第 #1214 及 #1215 宗個案,nt
，2019 年12 月 22 日至 2020 年 6 月 30 日,nz
，6 月 30 日,nz
流鼻水症狀，抵港後,nz
，1 月 7 日至 6 月 30 日,nz
，3 月 12 日至 6 月 30 日,nz
，6 月 25 日出現肌肉痛症狀，抵港後,nz
，1 月 19 日至 6 月 30 日,nz
頭痛症狀，抵港後由檢疫中心,nt
檢疫中心送院，沒有病徵，與第 #1224 宗個案,nt
 12 月 ,nr
  2020 年 6 月 30 日,nz
，2019 年 10 月至 2020 年 6 月 30 日,nz
徵，與第 #1221 宗個案,nz
，1 月 17 日至 6 月 30 日,nz
，2019 年 11 月至 2020 年 6 月 30 日,nz
檢疫中心送院，沒有病徵，與第 #1228 宗個案,nt
，1 月 1 日至 6 月 30 日,nz
，1 月 10 日至 6 月 30 日,nz
，6 月 30 日出現嘔吐徵狀，抵港後由檢疫中心,nt
檢疫中心送院，沒有病徵。與第 #1236 宗個案,nt
哈薩克，抵港後,ORG
檢亞洲博覽館送院，,nt
，無外遊記錄，與丈夫 ,nz
 第 #1205 宗個,nt
兒子 ,nr
 第 #1206 宗個,nt
兒子 6 月17 日從美國回港，,nz
 6 月 26 日出現發燒、,nz
醫。6 月 ,nr
兒子確,nr
大圍街市,LOC
鄰,v
近,a
鮮肉,vn
舖,v
美田邨,LOC
超級市場。,nz
，3 月 15 日至  7 月 1 日,nz
，3 月 15 日至 6 月 30 日,nz
，2019 年 12 月至 2020 年 6 月 30 日,nz
徵。與第 #1231 宗個案,nz
，2 月 13 日至 7 月 1 日,nz
，返港同日出現喉嚨痛，由檢疫中心,nt
，2 月至 7 月 1 日,nz
檢疫中心送院，沒有病徵。與第  #1245 宗,nt
，1 月 17 日至 7 月 1 日,nz
，1 月 21 日至 7 月 1 日,nz
檢疫中心送院。與第 #1241 宗個案,nt
檢疫中心送院。與第 #1240 宗個案,nt
，2 月 2 日至 7 月 1 日,nz
，2019 年 11 月至 2020 年 7 月 1 日,nz
，3 月 1 日至 6 月 20 日,nz
徵。與第 #1136、#1138、#1146、#1159 及 #1160 宗個案,nz
檢疫中心送院，沒有病徵。患者與第  #1238 宗個案,nt
哈薩克，6 月 22 日,nz
喉嚨痛症狀，7 月 2 日返港，,nz
，6 月 29 日出現咳嗽症狀，7 月 2 日,nz
菲律賓抵港，,nz
，7 月 2 日,nz
英國抵港，,nz
，2019 年 12 月 15 日至 2020 年 6 月 20 日,nz
強制家居檢疫，沒有病徵。,nz
強制家居檢疫，7 月 1 日出現發燒、咳嗽,nz
貨機機師，屬獲豁免強制檢疫,nz
，6 月 11 至 30 日,nz
哈薩,LOC
克及,v
 6 月 25 日,nz
，數日後,nr
7,m
 月 3 日,nr
醫，4 日確診。,nr
，2 月 29 日至 7 月 3 日,nz
，2019 年 12 月 26 日至 2020 年 7 月 3 日,nz
，6 月 11 日至 7 月 3 日,nz
美國，返港,ns
，3 月至 7 月 3 日,nz
，4 月 28 日至 7 月 3 日,nz
，1 月 15 日至 7 月 3 日,nz
，1 月 25 日,nz
，7 月 1 日,nr
，6 月 20 日,nz
阿聯酋航空 EK380 回港，抵港後入住檢疫中心,nt
第 12 日進行檢驗發現對病毒,nz
藉,v
 6 月 21 日回港，沒有病徵。與第 #1132 宗個案,nz
2019,m
 年 10 月 26 日,nz
 7 月 3 日乘搭阿聯酋航空 EK380 回港，抵港後入住檢疫中心,nt
青山道一診所任職助護，平常負責配藥沒與,nt
日期為 7 月 3 日。7 月 2 日開始喉嚨痕癢，3 日,nt
發燒症狀，4 日留深喉唾液樣本。6 月 24 日曾與第 #1233 宗個案,nt
西九龍中心肯德基聚餐約半小時。7 月 1 日,nt
石梨,PER
水塘,n
山，7 月 2 日曾與母親見面。,nz
，2019 年 12 月 25 日,nz
 7 月 4 日乘搭阿聯酋航空 EK380 回港，抵港後入住檢疫中心,nt
， 7 月 3 日乘搭阿聯酋航空 EK380 回港，抵港後入住檢疫中心,nt
4,m
，2 月 23 日,nz
， 2 月 19 日,nz
，6 月 30 日乘搭埃塞俄比亞航空 ET5611 回港，抵港後入住駿洋邨檢疫中心，7 月 4 ,nt
肚瀉症狀，,nz
，無外遊記錄，6 月 30 日晚,nz
頭暈症狀，7 月 3 日開始肚瀉，,nt
玉石,n
診。7 月 4 日,nr
鐵期間,v
頭暈，,nr
平時,v
清晨,TIME
坪石邨彬,PER
記粥麵,v
美食,n
屯門內河,ns
碼頭,v
健榮,v
飯堂,n
，2019 年 12 月至 2020 年 7 月 4 日,nz
徵，與第 #1264 宗個案,nz
，1 月 2 日至 7 月 4 日,nz
，2 月 22 日至7 月 4 日,nz
徵，與第 #1274 宗個案,nz
，2 月至 7 月 4 日,nz
，4 月至 7 月 4 日,nz
徵，與第 #1272 宗個案,nz
，2019 年 12 月至 2020 年 6 月 21 日,nz
，2 月至 7 月 5 日,nz
，2 月 5 日至 7 月 5 日,nz
，2 月 2 日至 7 月 5 日,nz
，1 月 30 日至 7 月 5 日,nz
，2019 年 5 月至 2020 年 6 月 23 日,nz
，3 月至 7 月 1 日,nz
檢疫中心，7 月 4 日出現發燒症狀，由檢疫中心,nt
外遊記錄，7 月 4 日開始喉嚨痛，5 日,nt
與第 #1269 個案,nz
坪石邨,LOC
，7 月 ,nr
，2 月 25 日至 7 月 5 日,nz
，2 月 12 日至 7 月 5 日,nz
，2 月 1 日至 7 月 5 日,nz
，3 月 7 至 7 月 5 日,nz
疾病,n
外遊記錄，6 月 25 日,nz
困,v
難，26 日,nr
診，7 月 6 日出現氣促,nz
新發茶餐廳任職侍應，,nz
時會兼任收銀工作。與第 #1291 宗個案,nz
第 #1291 宗,m
傭工，7 月 6 日,nz
第二次,m
菲律賓來港，抵港後,nt
亞洲國際博覽館送院。患者為的士司機，為第 #1295 宗個案,nt
，無外遊記錄。6 月 29 日出現流鼻水症狀，7 月 1 日,nz
彬記粥麵,nr
餐。與第 #1289 宗個案,nz
第 #1269 宗,m
 #1283 宗個案,nz
，無外遊記錄，為醫院管理局資訊科技部員工。7 月 4 日,nt
為 7 月 2 日。,nz
 6 ,nr
火車博物館、長洲、新城市廣場及迪欣湖，6 月 28 日,nt
迪士尼,nt
樂園,n
迪士尼酒店。,nt
石門京瑞,nr
豐鍋任職廚師。7 月 4 日,nz
乏力症狀，,nz
診，7 月 5 日,nr
，最後,nr
為 7 月 6 日。,nz
 豐鍋,nr
兩分店，確實工作地點,nz
衞生防護中心確認。,nz
，無外遊記錄。,nz
胸肺電腦掃瞄後,nz
異樣，7 月 6 日留樣本後確診，,nr
 7 月 4 ,nr
 5 日,nr
新城市,LOC
廣場、大圍美源餐廳,nz
水泉,n
太子,n
燒味,v
第 #1291 宗個案,nz
中華,v
基督教會扶輪中學，7 月 4 日出現流鼻水症狀，最後上學日期為 7 月 6 日。,nz
親身,n
過坪石邨,LOC
過由父親,v
該粥,nz
麵店,n
外賣,n
，無外遊記錄，7 月 4 日,nz
琴,n
餘時間多,nr
 6 月 30 日,nz
 7 月 2 日,nr
私家醫院檢驗，,nt
後確診，,nr
徵，與第 #1269 宗個案,nz
 2019 年 4 月,nr
港泰護老中心，,nt
不能,v
，7 月 6 日,nz
嘔吐症狀。,nz
海員，過,nz
，7 月 5 日,nz
菲律賓抵港，為,nr
豁免,v
。來,v
貨輪，接待人員,nz
寶血醫院接受檢測後確診，與第 #1300 宗個案,nt
寶血醫院接受檢測後確診，與第 #1299 宗個案,nt
為的士司機，,nr
，無外遊記錄，7 月 2 ,nr
 3 日,nr
新發茶餐廳，7 月 4 日,nz
港泰護老中心院友，,nt
可,v
舍，,v
，無外遊記錄，7 月 6 日,nz
，無外遊記錄，為第 #1291 宗個案,nz
、#1295 宗個案,nz
鰂魚涌華蘭中心百佳超級市場壽司部工作。7 月 4 日,nt
光顧彬記粥麵，7 月 5 日出現流鼻水症狀。,nz
氣促症狀。,nz
，無外遊記錄，為港泰護老中心院友，7 月 7 日出現發燒症狀。,nt
，3 月至 6 月 30 日,nz
強制家居檢疫，7 月 7 日出現發燒症狀，由檢疫中心,nt
菲律賓，7 月 6 日抵港，來香港轉乘貨輪。7 月 7 日,nt
，經接待人員,nz
檢驗後確診。,nr
港泰護老中心員工，過,nt
，無外遊記錄，沒有病徵。,nz
，無外遊記錄，7 月 7 日出現喉嚨痛症狀。,nz
，無外遊記錄，7 月 6 日開始喉嚨,nz
明顯高危,a
以,p
運動場，,nr
坑口,LOC
場、7 月 4 日,nr
荃灣麗城皇朝、拔萃男書院附屬小學見家長，同日入住萬麗酒店。7 月 5 日 ,nt
荃灣牛涮鍋,nr
晚餐,n
 月 6 日,nr
海逸酒店,LOC
亦多,d
婦,v
，無外遊記錄，7 月 6 日出現發燒症,nz
，無外遊記錄。7 月 ,nr
2 日,t
急症,n
室,n
機，,n
繼續,v
，無外遊記錄，7 月 7 日,nr
潛服期間,nz
新發茶餐廳，7 月 3 日出現咳嗽症狀。,nz
，2 月 2 日至 7 月 7 日,nz
哈薩克，沒有病徵。,nz
，無外遊記錄。7 月 3 日出現發燒、咳嗽、,nz
醫，7 日,nr
漾,v
後確診。,nr
第 #1614 宗個案,nz
海員過,nr
菲律賓，7 月 7 日抵港，來香港轉乘貨輪，沒有病徵。患者為港泰護老中心員工，過,nt
，無外遊記錄，7 月 3 日出現發燒症狀，,nz
彬記粥麵。,nr
，無外遊記錄，7 月 7 日出現發燒症狀。,nz
曾任職,PER
司機，沒,nr
時間。7 月 3 日,nz
新發茶餐廳，7 月 7 日出現咳嗽症狀。,nz
為貨機機師，過,nr
，7 月 8 日,nz
哈薩克，抵港留深喉,nz
 7 月 6 日出現氣促及喉嚨不適症狀。,nz
哈薩克，抵港留深喉唾液樣本後確診，沒有病徵。,nz
，2 月 20 日,nz
 7 月 7 日,nz
搭乘,v
阿聯酋航空 EK380 抵港，由檢疫中心,nt
，2019 年 12 月 5 日至 2020 年7 月 7 日,nz
香港航空,ORG
 HX782 ,nr
夜班,n
，沒外遊紀錄，與妻女,nr
 1 至 2 時,nz
佐敦新,PER
發茶餐廳,nr
 7 月 6 日,nz
為 3 個月,nr
嬰兒，母親為第 #1318 宗個案,nz
，2 月 2 日至 7 月 7 日與母親,nz
第 #1315 及 #1332 宗個案,nz
，無外遊紀錄，7 月 6 日出現鼻塞症狀。,nz
第 #1315 宗,m
第 #1331 宗,m
，無外遊紀錄，7 月 7 日,nz
，6 月 28 日至 7 月 8 日,nz
港泰護老中心,nt
院友，由檢疫中心送院，,nt
院友，由檢疫中心送院，沒有病徵。患者為港泰護老中心,nt
院友,n
檢疫中心送院，沒有病徵。患者7 月 9 日入院,nt
療期,n
間腎,nr
肝功能,n
衰竭,v
 7 月 24 日下午 12 時 48 分離世。,nz
，為港泰護,nr
7 月 10 日由檢疫中心,nt
徵，情況,nr
 7 月 11 日轉差，期間,nz
 氧氣協助呼吸及藥物治療，治療期間病情持續,nz
 7 月13 日下午 6 時 31 分離世。,nz
 7 月 9 日,nr
療，當時發燒，情況穏定。,nr
，延,v
 7 月 21 日,nz
約 2 時 50 分離世。,nz
為港泰護,nr
多種長期,nz
心臟,n
糖尿病，,nz
 7 月 15 日,nr
大約,n
 4 時 45 分離世。（衛生防護中心,nt
 7 月 10 日,nz
， 7 月 4 日與第 #1291 宗個案,nz
談，7 月 7 日開始發燒。,nz
日,n
班,n
，與第 #1291 宗個案,nz
租用,v
輛,v
 月 7 日,nr
食慾,v
不振,v
女兒（第 #1358 及 #1359 宗個案患者）同日確診。患者為第 #1357 宗個案,nt
第 #1359 宗,m
，無外遊紀錄， 7 月 4 日,nz
第 #1357 及 #1358 宗個案,nz
，無外遊紀錄，7 月 6 日,nz
、喉嚨痛、肌肉痛,nz
，7 月 7 日,nr
第 #1322 宗,m
，無外遊紀綠，夫婦,nr
 7 月 4 日,nr
彬記粥,nr
麵。,v
為貨機機組人員，由哈薩克抵港，抵港留深喉唾液樣本後確診。,nz
第 #1314 宗,m
傭工，與僱主,nr
， 7 月 8 日出現發燒、嘔吐、 咳嗽及流鼻水症狀，,nz
慈雲山中心街市,LOC
安康,LOC
閣,n
第#1393 宗,m
 及女兒 ,nr
第 #1510 宗,m
 亦為確診個案。,nr
 7 月 13 日情況轉差，醫院,nt
病人家,n
溝通,v
，家屬,nz
同意,v
若,c
施行,v
心,n
肺,n
復甦，期間醫院,nt
氧氣,n
支援,v
 7 月 18 日,nz
約 10 時離世。,nz
作為,v
交通工具,n
，2 月至 6 月 27 日,nz
強制檢疫，第 12 天深喉唾液樣本對病毒,nz
，無外遊記錄，為第 #1400 宗個案,nz
油塘大本營莎莎化妝品。7 月 5 日,nt
為海員，,nr
馬來西亞，7 月 8 日,nr
泰港,LOC
龍航空 KA734 ,nr
轉機抵,v
港，已離港。患者為海員，7 月 8 日乘搭國泰港龍航空 KA734 ,nt
港，已經離港，,nt
電話號碼錯誤暫時,nz
聯絡,v
優才書院。母親 ( 第 #1374 宗個案,nt
胞兄 ,nz
 第 #1398 宗個案,nz
確診 ，父親,nz
病徵。7 月 5 日,nr
為過,nr
沙田禾輋邨美,PER
莎莎,PER
徵，與第 #1293 宗個案,nz
機師，7  月 8  日,nz
哈薩克,nr
港，留深喉唾液樣本後確診，7 月 9 日晚,nt
轉飛美國,v
，無外遊記錄，為 第 #1371 及 #1398 宗個案,nz
徵。7 月 7 日,nr
德望,LOC
天晉一期，7 月 7 日,nz
除上,d
補習老師上門補習、,nr
補習,n
畫畫。,nr
安達邨,LOC
孝達樓。7 月 7 日,nr
沙田水泉澳邨明泉樓，7 月 6 日,nt
水泉澳邨明泉樓，,ORG
保良局,ORG
朱正賢,PER
小學，,nr
第 #1385 宗,m
沙田水泉澳邨明泉樓。,ORG
沙田水泉澳邨明泉樓，,ORG
沙田水泉澳邨明泉樓，7 月 9 日,nt
疼痛,a
沙田水泉澳邨明泉樓，有長期病患，無外遊記錄。7 月 8 日,nt
水泉澳邨明泉樓，7 月 9 日,nt
第 #1378 宗個案,nz
澳邨明泉,LOC
太和站擔任兼職車站,ns
九龍城浸信會禧年（恩平）小學。,nt
，無外遊記錄，為第 #1389 宗個案,nz
 6 月 28 日到彬記粥麵。6 月 30 日,nz
，無外遊記錄，為第 #1388 宗個案,nz
，沒,PER
過彬記粥麵。7 月 8 日開始喉嚨,nz
北角電氣道開設雋妍教育中心，居於將軍澳晉海。7 月 3 日,nt
 7 月,nr
12日,TIME
衞生防護中心,nt
補充,v
替學生補習。,nr
，無外遊記錄，為 第 #1402 及 #1403 宗個案,nz
兩個月,nr
第 #1329 宗,m
並交談。7 月 8 日,nr
為海員，過,nr
菲律賓。 7 月 8 日,nr
泰航空 CX906 ,nt
菲律賓抵港，沒有病徵。,nz
，無外遊記錄，為第 #1365 宗個案,nz
太太，沒有病徵。,nz
荃灣灣景花園,nz
第一座,m
 7 月 5 日,nr
彬記粥麵美食進食。,nz
，無外遊記錄，為港泰護老中心院友，7 月 8 日於隔離間出現咳嗽症狀，轉送醫院,nt
，無外遊記錄，居於油塘鯉魚門邨鯉意樓。7 月 3 日,nz
 4 日,nr
新發茶餐廳，7 月 6 日曾為的士司機替更，7 月 8 日開始喉嚨痕癢。,nt
彩雲邨星晨樓。7 月 7 日開始發燒、咳嗽、肌肉痛,nz
牛池灣彩輝邨彩華樓，過,nt
，無外遊記錄。母親 ,nz
 第 #1374 宗個案,nz
胞弟,n
 第 #1371 宗個案,nz
為海員，長期,nr
菲律賓，與第 #1309 宗個案,nz
 7 月 6 日一同由抵港 。7 月 9 日開始發燒，由檢疫中心送院 。,nt
，無外遊記錄，為第 #1368 宗個案,nz
火炭,n
閘,n
牛池灣彩輝邨彩華樓，,nt
外遊紀錄。7 月 6 日,nz
，無外遊記錄，為第 #1391 宗個案,nz
 #1403 宗個案,nz
